,city,city_id,cloudiness,cod,country,date,humidity,lat,lon,main_pressure,main_temp,sys_country,sys_id,sys_sunrise,sys_sunset,sys_type,temp_max,temp_min,timezone,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_speed
830,Gari,NaN,0.0,NaN,RU,1573179017.0,87.0,59.43,62.35,NaN,NaN,RU,NaN,NaN,NaN,NaN,13.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.17
831,Phangnga,1151464,40.0,200,TH,1573179018.0,83.0,8.45,98.53,1013,78.39,TH,9278,1573168567,1573210984,1,80.6,77,25200,10000,scattered clouds,03d,802,Clouds,80,3.36
832,Baft,NaN,0.0,NaN,IR,1573179019.0,50.0,29.23,56.61,NaN,NaN,IR,NaN,NaN,NaN,NaN,44.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85
833,Almaty,1526384,0.0,200,KZ,1573179020.0,92.0,43.24,76.95,NaN,NaN,KZ,8818,1573176921,1573212989,1,24.8,NaN,21600,2100,mist,50d,701,Mist,NaN,2.24
834,Itaituba,NaN,20.0,NaN,BR,1573179021.0,77.0,-4.26,-55.99,NaN,NaN,BR,NaN,NaN,NaN,NaN,77.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81
835,Namasuba,NaN,44.0,NaN,UG,1573179022.0,98.0,0.69,32.42,NaN,NaN,UG,NaN,NaN,NaN,NaN,62.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.54
836,Smithers,6149996,90.0,200,CA,1573179023.0,99.0,54.78,-127.17,1011,32,CA,990,1573141420,1573173664,1,32.0,32,-28800,3219,mist,50n,701,Mist,185,3.24
837,Mariental,3458826,75.0,200,BR,1573179025.0,93.0,-25.72,-49.65,1017,62.6,BR,8346,1573115169,1573162704,1,62.6,62.6,-10800,10000,broken clouds,04n,803,Clouds,50,4.7
838,Baton Rouge,4315588,40.0,200,US,1573178902.0,83.0,30.45,-91.15,1020,70.74,US,3512,1573129423,1573168371,1,73.4,66.2,-21600,16093,light rain,10n,500,Rain,10,5.82
839,Nesbyen,NaN,16.0,NaN,NO,1573179027.0,92.0,60.57,9.1,NaN,NaN,NO,NaN,NaN,NaN,NaN,13.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.63
840,Sao Miguel do Araguaia,NaN,100.0,NaN,BR,1573179028.0,67.0,-13.28,-50.16,NaN,NaN,BR,NaN,NaN,NaN,NaN,79.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.85
841,Tolaga Bay,NaN,0.0,NaN,NZ,1573179029.0,64.0,-38.37,178.3,NaN,NaN,NZ,NaN,NaN,NaN,NaN,67.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.59
842,Vestmannaeyjar,NaN,89.0,NaN,IS,1573179030.0,77.0,63.44,-20.27,NaN,NaN,IS,NaN,NaN,NaN,NaN,41.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.15
843,Nalut,NaN,0.0,NaN,LY,1573179031.0,58.0,31.86,10.98,NaN,NaN,LY,NaN,NaN,NaN,NaN,58.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.52
844,Calama,NaN,0.0,NaN,CL,1573179032.0,33.0,-22.46,-68.93,NaN,NaN,CL,NaN,NaN,NaN,NaN,50.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95
845,Tulu Bolo,NaN,42.0,NaN,ET,1573179033.0,63.0,8.66,38.21,NaN,NaN,ET,NaN,NaN,NaN,NaN,53.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.38
846,Puerto Wilches,NaN,81.0,NaN,CO,1573179034.0,97.0,7.35,-73.9,NaN,NaN,CO,NaN,NaN,NaN,NaN,74.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.79
847,Carlet,2520121,33.0,200,ES,1573179036.0,46.0,39.23,-0.52,1009,51.75,ES,6432,1573195029,1573232069,1,53.6,50,3600,10000,scattered clouds,03n,802,Clouds,260,12.75
848,Amudat,NaN,3.0,NaN,UG,1573179037.0,77.0,1.95,34.95,NaN,NaN,UG,NaN,NaN,NaN,NaN,68.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.48
849,Borodino,NaN,100.0,NaN,RU,1573179038.0,50.0,55.9,94.89,NaN,NaN,RU,NaN,NaN,NaN,NaN,36.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.16
850,General Roca,3855065,51.0,200,AR,1573179039.0,42.0,-39.03,-67.58,1012,62.6,AR,8310,1573118085,1573168395,1,62.6,62.6,-10800,10000,broken clouds,04n,803,Clouds,17,9.64
851,Gisborne,NaN,0.0,NaN,NZ,1573179040.0,23.0,-38.66,178.02,NaN,NaN,NZ,NaN,NaN,NaN,NaN,79.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9
852,Tazovskiy,NaN,95.0,NaN,RU,1573179041.0,93.0,67.47,78.7,NaN,NaN,RU,NaN,NaN,NaN,NaN,5.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.88
853,Filadelfia,NaN,92.0,NaN,PY,1573179042.0,63.0,-22.35,-60.04,NaN,NaN,PY,NaN,NaN,NaN,NaN,83.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.11
854,Staryy Nadym,NaN,99.0,NaN,RU,1573179043.0,97.0,65.61,72.68,NaN,NaN,RU,NaN,NaN,NaN,NaN,-5.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.64
855,Dzilam Gonzalez,NaN,0.0,NaN,MX,1573179045.0,79.0,21.28,-88.93,NaN,NaN,MX,NaN,NaN,NaN,NaN,81.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.55
856,Denison,4685892,90.0,200,US,1573178841.0,75.0,33.76,-96.54,1031,42.8,US,3866,1573131036,1573169345,1,42.8,42.8,-21600,16093,overcast clouds,04n,804,Clouds,340,12.75
857,Banepa,1283679,75.0,200,NP,1573178846.0,100.0,27.63,85.52,NaN,NaN,NP,9201,1573173190,1573212606,1,55.4,NaN,20700,3500,mist,50d,701,Mist,NaN,2.24
858,El Doncello,NaN,63.0,NaN,CO,1573179050.0,82.0,1.68,-75.28,NaN,NaN,CO,NaN,NaN,NaN,NaN,73.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.94
859,Yarada,1252783,75.0,200,IN,1573179051.0,94.0,17.65,83.27,1009,69.8,IN,9255,1573172911,1573213966,1,69.8,69.8,19800,1800,mist,50d,701,Mist,230,4.7
860,Yukamenskoye,NaN,86.0,NaN,RU,1573179052.0,70.0,57.89,52.24,NaN,NaN,RU,NaN,NaN,NaN,NaN,19.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.04
861,Senanga,NaN,90.0,NaN,ZM,1573179053.0,58.0,-16.1,23.3,NaN,NaN,ZM,NaN,NaN,NaN,NaN,72.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28
862,Enshi,NaN,59.0,NaN,CN,1573179054.0,76.0,30.29,109.48,NaN,NaN,CN,NaN,NaN,NaN,NaN,56.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.24
863,Petauke,NaN,76.0,NaN,ZM,1573179055.0,63.0,-14.25,31.33,NaN,NaN,ZM,NaN,NaN,NaN,NaN,71.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.17
864,Requena,2511930,0.0,200,ES,1573179057.0,46.0,39.49,-1.1,1009,51.78,ES,6432,1573195199,1573232178,1,53.6,50,3600,10000,clear sky,01n,800,Clear,260,12.75
865,Tilichiki,NaN,100.0,NaN,RU,1573179058.0,71.0,60.47,166.1,NaN,NaN,RU,NaN,NaN,NaN,NaN,23.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.82
866,Kuytun,NaN,78.0,NaN,RU,1573179059.0,81.0,54.34,101.51,NaN,NaN,RU,NaN,NaN,NaN,NaN,32.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.14
867,Rusape,NaN,39.0,NaN,ZW,1573179060.0,54.0,-18.53,32.12,NaN,NaN,ZW,NaN,NaN,NaN,NaN,67.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.93
868,Kieta,NaN,39.0,NaN,PG,1573179061.0,71.0,-6.22,155.63,NaN,NaN,PG,NaN,NaN,NaN,NaN,83.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.24
869,Pelym,NaN,0.0,NaN,RU,1573179062.0,89.0,61.01,62.0,NaN,NaN,RU,NaN,NaN,NaN,NaN,10.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.69
870,Krasnouralsk,NaN,100.0,NaN,RU,1573179063.0,91.0,58.36,60.04,NaN,NaN,RU,NaN,NaN,NaN,NaN,14.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.22
871,Lithgow,2160053,21.0,200,AU,1573179064.0,20.0,-33.48,150.16,999,84.2,AU,9599,1573152842,1573201926,1,84.2,84.2,39600,10000,few clouds,02d,801,Clouds,270,25.28
872,Chany,NaN,100.0,NaN,RU,1573179068.0,94.0,55.31,76.76,NaN,NaN,RU,NaN,NaN,NaN,NaN,33.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.18
873,Eregli,NaN,0.0,NaN,TR,1573179069.0,46.0,37.51,34.05,NaN,NaN,TR,NaN,NaN,NaN,NaN,47.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96
874,Aktau,610612,2.0,200,KZ,1573179070.0,78.0,43.65,51.16,1023,32,KZ,8834,1573183171,1573219119,1,32.0,32,18000,10000,clear sky,01n,800,Clear,60,8.95
875,Tha Mai,1605601,20.0,200,TH,1573179071.0,78.0,12.62,102.01,1013,78.8,TH,9245,1573168034,1573209847,1,78.8,78.8,25200,6000,few clouds,02d,801,Clouds,10,2.24
876,Rivne,NaN,22.0,NaN,UA,1573179073.0,97.0,50.62,26.25,NaN,NaN,UA,NaN,NaN,NaN,NaN,42.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.38
877,Destin,4153188,90.0,200,US,1573178817.0,94.0,30.39,-86.5,1018,72.14,US,3861,1573128301,1573167261,1,75.2,69.8,-21600,16093,moderate rain,10n,501,Rain,246,5.14
878,Aborlan,1732385,90.0,200,PH,1573179075.0,70.0,9.44,118.55,1008,86,PH,8186,1573163833,1573206109,1,86.0,86,28800,10000,overcast clouds,04d,804,Clouds,210,6.93
879,Coolum Beach,NaN,0.0,NaN,AU,1573178829.0,13.0,-26.53,153.09,NaN,NaN,AU,NaN,NaN,NaN,NaN,96.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.01
880,Mamou,NaN,0.0,NaN,GN,1573179079.0,88.0,10.37,-12.08,NaN,NaN,GN,NaN,NaN,NaN,NaN,68.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15
881,Greenville,4580543,90.0,200,US,1573179080.0,100.0,34.85,-82.4,1019,57.22,US,4752,1573127751,1573165843,1,59.0,53.6,-18000,4828,light rain,10n,500,Rain,45,4.03
882,Constantine,2501152,0.0,200,DZ,1573179081.0,57.0,36.36,6.61,1012,50,DZ,1074,1573192993,1573230683,1,50.0,50,3600,10000,clear sky,01n,800,Clear,210,8.05
883,Zhaotong,NaN,100.0,NaN,CN,1573179082.0,87.0,27.34,103.71,NaN,NaN,CN,NaN,NaN,NaN,NaN,48.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.42
884,Port Moresby,2088122,40.0,200,PG,1573179083.0,74.0,-9.47,147.16,1010,86,PG,42,1573155619,1573200589,1,86.0,86,36000,10000,haze,50d,721,Haze,340,11.41
885,Abu Dhabi,292968,0.0,200,AE,1573179084.0,69.0,24.47,54.37,1013,76.93,AE,7533,1573180397,1573220353,1,78.8,75.2,14400,10000,clear sky,01n,800,Clear,140,2.24
886,Wladyslawowo,3081752,67.0,200,PL,1573179085.0,100.0,54.79,18.4,1009,37.4,PL,1696,1573192958,1573225058,1,37.4,37.4,3600,5000,mist,50n,701,Mist,130,5.82
887,Mananjary,NaN,100.0,NaN,MG,1573179086.0,55.0,-19.16,46.8,NaN,NaN,MG,NaN,NaN,NaN,NaN,60.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5
888,Baoshan,1816917,40.0,200,CN,1573179087.0,51.0,31.41,121.49,1025,62.6,CN,9659,1573164901,1573203630,1,62.6,62.6,28800,10000,scattered clouds,03d,802,Clouds,20,13.42
889,Khudumelapye,NaN,100.0,NaN,BW,1573179088.0,24.0,-23.91,24.95,NaN,NaN,BW,NaN,NaN,NaN,NaN,76.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.03
890,Mogwase,NaN,100.0,NaN,ZA,1573179090.0,43.0,-25.28,27.22,NaN,NaN,ZA,NaN,NaN,NaN,NaN,71.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.52
891,Limulunga,NaN,69.0,NaN,ZM,1573179091.0,77.0,-15.13,23.15,NaN,NaN,ZM,NaN,NaN,NaN,NaN,68.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15
892,Baisha,NaN,80.0,NaN,CN,1573179093.0,65.0,19.23,109.45,NaN,NaN,CN,NaN,NaN,NaN,NaN,70.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.13
893,Mezhdurechensk,NaN,100.0,NaN,RU,1573179095.0,83.0,53.69,88.07,NaN,NaN,RU,NaN,NaN,NaN,NaN,29.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.06
894,Iki-Burul,557413,50.0,200,RU,1573179096.0,76.0,45.82,44.65,1019,51.8,RU,8977,1573185041,1573220375,1,51.8,51.8,10800,10000,scattered clouds,03n,802,Clouds,200,13.42
895,Yurimaguas,NaN,77.0,NaN,PE,1573179097.0,89.0,-5.9,-76.1,NaN,NaN,PE,NaN,NaN,NaN,NaN,72.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.23
896,Wuwei,NaN,0.0,NaN,CN,1573179098.0,52.0,37.93,102.64,NaN,NaN,CN,NaN,NaN,NaN,NaN,45.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.74
897,Jagatsinghapur,1269581,75.0,200,IN,1573179101.0,73.0,20.27,86.17,1008,71.6,IN,9113,1573172419,1573213066,1,71.6,71.6,19800,2500,haze,50d,721,Haze,340,9.17
898,Alexandria,NaN,100.0,NaN,RO,1573179102.0,80.0,43.97,25.33,NaN,NaN,RO,NaN,NaN,NaN,NaN,55.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6
899,Voskresenskoye,NaN,59.0,NaN,RU,1573179103.0,78.0,56.84,45.43,NaN,NaN,RU,NaN,NaN,NaN,NaN,27.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7
900,Maniago,NaN,100.0,NaN,IT,1573179104.0,89.0,46.17,12.71,NaN,NaN,IT,NaN,NaN,NaN,NaN,48.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.18
901,Capim Grosso,NaN,76.0,NaN,BR,1573179106.0,84.0,-11.38,-40.01,NaN,NaN,BR,NaN,NaN,NaN,NaN,69.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.87
902,Orbetello,3171985,20.0,200,IT,1573179107.0,76.0,42.44,11.21,1005,53.6,IT,6805,1573192608,1573228860,1,53.6,53.6,3600,10000,few clouds,02n,801,Clouds,130,11.41
903,Crestview,4152311,75.0,200,US,1573179108.0,100.0,30.76,-86.57,1018,71.42,US,3951,1573128352,1573167243,1,73.4,69.8,-21600,12874,thunderstorm,11n,211,Thunderstorm,220,5.82
904,Hobyo,NaN,0.0,NaN,SO,1573179110.0,81.0,5.35,48.53,NaN,NaN,SO,NaN,NaN,NaN,NaN,79.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.28
905,Hanzhong,NaN,48.0,NaN,CN,1573179111.0,61.0,33.08,107.03,NaN,NaN,CN,NaN,NaN,NaN,NaN,59.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.43
906,Viedma,NaN,85.0,NaN,AR,1573179112.0,57.0,-40.81,-62.99,NaN,NaN,AR,NaN,NaN,NaN,NaN,50.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.85
907,Whitehorse,6180550,90.0,200,CA,1573179113.0,92.0,60.72,-135.06,1008,28.4,CA,983,1573144888,1573173983,1,28.4,28.4,-28800,16093,overcast clouds,04n,804,Clouds,340,5.82
908,Thinadhoo,NaN,93.0,NaN,MV,1573179115.0,73.0,0.53,72.93,NaN,NaN,MV,NaN,NaN,NaN,NaN,82.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.48
909,Mucurapo,3574069,40.0,200,TT,1573179116.0,88.0,10.67,-61.53,1012,78.8,TT,8810,1573120732,1573162844,1,78.8,78.8,-14400,10000,shower rain,09n,521,Rain,110,11.41
910,Lac du Bonnet,NaN,0.0,NaN,CA,1573179117.0,87.0,50.25,-96.06,NaN,NaN,CA,NaN,NaN,NaN,NaN,8.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.59
911,Kunnamkulam,1265579,40.0,200,IN,1573179118.0,88.0,10.65,76.07,1010,75.9,IN,9209,1573174117,1573216216,1,77.0,75.2,19800,4000,haze,50d,721,Haze,10,2.24
912,Parry Sound,NaN,2.0,NaN,CA,1573178970.0,80.0,45.34,-80.04,NaN,NaN,CA,NaN,NaN,NaN,NaN,21.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.57
913,Sidney,5677735,1.0,200,US,1573179122.0,68.0,47.72,-104.16,1024,24.78,US,5797,1573134590,1573169449,1,26.6,23,-25200,16093,clear sky,01n,800,Clear,158,6.51
914,Vastseliina,587450,45.0,200,EE,1573179123.0,93.0,57.73,27.29,NaN,NaN,EE,8928,1573191534,1573222214,1,35.6,NaN,7200,650,scattered clouds,03n,802,Clouds,NaN,2.24
915,Lamar,5427957,1.0,200,US,1573179124.0,80.0,38.09,-102.62,1028,35.6,US,4652,1573132954,1573170346,1,35.6,35.6,-25200,16093,clear sky,01n,800,Clear,120,8.05
916,Menongue,NaN,65.0,NaN,AO,1573179127.0,95.0,-14.66,17.68,NaN,NaN,AO,NaN,NaN,NaN,NaN,61.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.76
917,Gat,2249901,28.0,200,SN,1573179128.0,73.0,14.69,-16.54,1010,71.6,SN,2410,1573196648,1573238141,1,71.6,71.6,0,8000,scattered clouds,03n,802,Clouds,360,16.11
918,La Macarena,NaN,33.0,NaN,CO,1573179129.0,97.0,2.18,-73.79,NaN,NaN,CO,NaN,NaN,NaN,NaN,71.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.47
919,Chapais,5919850,90.0,200,CA,1573179132.0,85.0,49.78,-74.86,1019,21.2,CA,859,1573127886,1573162089,1,21.2,21.2,-18000,6437,light snow,13n,600,Snow,320,5.82
920,Shieli,NaN,0.0,NaN,KZ,1573179133.0,44.0,44.18,66.74,NaN,NaN,KZ,NaN,NaN,NaN,NaN,40.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.45
921,Mahibadhoo,NaN,100.0,NaN,MV,1573179134.0,72.0,3.78,72.97,NaN,NaN,MV,NaN,NaN,NaN,NaN,83.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.67
922,Rio Grande,NaN,0.0,NaN,BR,1573178888.0,93.0,-32.03,-52.1,NaN,NaN,BR,NaN,NaN,NaN,NaN,65.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.78
923,Beidao,NaN,69.0,NaN,CN,1573179136.0,60.0,34.57,105.89,NaN,NaN,CN,NaN,NaN,NaN,NaN,53.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.35
924,Sirnak,NaN,0.0,NaN,TR,1573179137.0,25.0,37.52,42.46,NaN,NaN,TR,NaN,NaN,NaN,NaN,48.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26
925,Dustlik,NaN,0.0,NaN,UZ,1573179138.0,41.0,40.53,68.03,NaN,NaN,UZ,NaN,NaN,NaN,NaN,42.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.29
926,Heihe,2036973,0.0,200,RU,1573179139.0,47.0,50.24,127.51,1016,15.8,RU,8859,1573165840,1573199800,1,15.8,15.8,28800,10000,clear sky,01d,800,Clear,330,15.66
927,Doha,290030,67.0,200,QA,1573179141.0,69.0,25.29,51.53,1013,73.36,QA,7614,1573181148,1573220965,1,75.2,71.6,10800,10000,broken clouds,04n,803,Clouds,318,6.89
928,Susaki,1851390,20.0,200,JP,1573179142.0,42.0,33.42,133.28,1016,68,JP,8021,1573162266,1573200605,1,68.0,68,32400,10000,few clouds,02d,801,Clouds,10,10.29
929,Brae,2654970,4.0,200,GB,1573179143.0,93.0,60.4,-1.35,1013,35.6,GB,1447,1573199196,1573228301,1,35.6,35.6,0,10000,light rain,10n,500,Rain,50,10.29
930,Mocuba,NaN,0.0,NaN,MZ,1573179144.0,70.0,-16.84,36.99,NaN,NaN,MZ,NaN,NaN,NaN,NaN,75.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.21
931,Jiazi,1894019,20.0,200,CN,1573179145.0,53.0,19.61,110.49,1019,77,CN,9635,1573166528,1573207283,1,77.0,77,28800,10000,few clouds,02d,801,Clouds,60,13.42
932,Kamina,NaN,99.0,NaN,CD,1573179146.0,96.0,-8.74,25.0,NaN,NaN,CD,NaN,NaN,NaN,NaN,63.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.18
933,Sobolevo,NaN,100.0,NaN,RU,1573179148.0,93.0,54.43,31.9,NaN,NaN,RU,NaN,NaN,NaN,NaN,42.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.33
934,Pangkalanbuun,NaN,0.0,NaN,ID,1573179149.0,40.0,-2.68,111.62,NaN,NaN,ID,NaN,NaN,NaN,NaN,94.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.33
935,Oranjemund,NaN,100.0,NaN,ZA,1573179150.0,80.0,-28.55,16.43,NaN,NaN,ZA,NaN,NaN,NaN,NaN,54.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6
936,Leshan,NaN,100.0,NaN,CN,1573179152.0,74.0,29.56,103.76,NaN,NaN,CN,NaN,NaN,NaN,NaN,62.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07
937,Bonavista,NaN,56.0,NaN,CA,1573179154.0,69.0,48.65,-53.11,NaN,NaN,CA,NaN,NaN,NaN,NaN,37.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.07
938,Popondetta,NaN,100.0,NaN,PG,1573179155.0,91.0,-8.77,148.24,NaN,NaN,PG,NaN,NaN,NaN,NaN,68.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.68
939,La Asuncion,NaN,91.0,NaN,AR,1573179156.0,79.0,-26.05,-65.39,NaN,NaN,AR,NaN,NaN,NaN,NaN,62.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.38
940,Namtsy,2019488,100.0,200,RU,1573179157.0,76.0,62.72,129.66,1017,-11.21,RU,8854,1573168499,1573196109,1,-11.21,-11.21,32400,10000,overcast clouds,04d,804,Clouds,292,7.16
941,Black River,3491355,20.0,200,JM,1573179158.0,78.0,18.03,-77.85,1013,82.4,JM,7107,1573125193,1573166217,1,82.4,82.4,-18000,10000,few clouds,02n,801,Clouds,120,5.82
942,Svetlaya,NaN,98.0,NaN,RU,1573179159.0,38.0,46.54,138.33,NaN,NaN,RU,NaN,NaN,NaN,NaN,26.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.72
943,Pershotravneve,NaN,95.0,NaN,UA,1573179160.0,97.0,51.38,28.88,NaN,NaN,UA,NaN,NaN,NaN,NaN,45.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.09
944,Milledgeville,4209448,90.0,200,US,1573179161.0,100.0,33.08,-83.23,1019,64.78,US,4925,1573127772,1573166220,1,66.2,64.4,-18000,8047,moderate rain,10n,501,Rain,347,9.44
945,Dimona,NaN,0.0,NaN,IL,1573179163.0,40.0,31.07,35.04,NaN,NaN,IL,NaN,NaN,NaN,NaN,64.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.49
946,Puerto Ayacucho,3629710,100.0,200,CO,1573179164.0,70.0,5.66,-67.63,1008,84.2,CO,8586,1573121840,1573164663,1,84.2,84.2,-14400,10000,overcast clouds,04n,804,Clouds,100,1.72
947,Bathurst,NaN,48.0,NaN,AU,1573178990.0,38.0,-33.42,149.58,NaN,NaN,AU,NaN,NaN,NaN,NaN,67.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.08
948,Kerema,NaN,71.0,NaN,PG,1573179166.0,66.0,-7.96,145.78,NaN,NaN,PG,NaN,NaN,NaN,NaN,86.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.08
949,Kasongo,NaN,91.0,NaN,CD,1573179167.0,95.0,-4.43,26.67,NaN,NaN,CD,NaN,NaN,NaN,NaN,68.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85
950,Dwarka,1273294,40.0,200,IN,1573179168.0,88.0,28.58,77.04,1013,64.4,IN,9165,1573175312,1573214556,1,64.4,64.4,19800,1300,mist,50d,701,Mist,82,3.83
951,Hualmay,NaN,30.0,NaN,PE,1573179169.0,85.0,-11.1,-77.61,NaN,NaN,PE,NaN,NaN,NaN,NaN,60.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93
952,Dutlwe,NaN,100.0,NaN,BW,1573179170.0,22.0,-23.98,23.93,NaN,NaN,BW,NaN,NaN,NaN,NaN,75.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.31
953,Olinda,2154386,40.0,200,AU,1573179171.0,54.0,-37.84,145.39,1005,52.68,AU,9548,1573153493,1573203564,1,55.4,50,39600,10000,scattered clouds,03d,802,Clouds,230,23.04
954,Bismil,321031,0.0,200,TR,1573179172.0,80.0,37.85,40.66,1020,40.1,TR,6986,1573184979,1573222351,1,41.0,39.2,10800,10000,clear sky,01n,800,Clear,250,3.36
955,Bartica,3379507,40.0,200,GY,1573179173.0,100.0,6.41,-58.62,NaN,NaN,GY,8767,1573119731,1573162448,1,77.0,NaN,-14400,10000,scattered clouds,03n,802,Clouds,NaN,2.24
956,Omboue,NaN,100.0,NaN,GA,1573179176.0,96.0,-1.57,9.26,NaN,NaN,GA,NaN,NaN,NaN,NaN,74.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3
957,Baracoa,NaN,6.0,NaN,CU,1573179177.0,80.0,20.35,-74.5,NaN,NaN,CU,NaN,NaN,NaN,NaN,82.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.5
958,Monteagudo,NaN,100.0,NaN,BO,1573179178.0,92.0,-19.8,-63.96,NaN,NaN,BO,NaN,NaN,NaN,NaN,64.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73
959,Dukat,NaN,100.0,NaN,AL,1573179181.0,73.0,40.25,19.57,NaN,NaN,AL,NaN,NaN,NaN,NaN,68.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.23
