,city,city_id,cloudiness,cod,country,date,humidity,lat,lon,main_pressure,main_temp,sys_country,sys_id,sys_sunrise,sys_sunset,sys_type,temp_max,temp_min,timezone,visibility,weather_description,weather_icon,weather_id,weather_main,wind_deg,wind_speed
368,Kalabo,NaN,46.0,NaN,ZM,1573178451.0,79.0,-15.0,22.67,NaN,NaN,ZM,NaN,NaN,NaN,NaN,66.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.18
369,Sabang,NaN,3.0,NaN,PH,1573178452.0,67.0,13.8,121.11,NaN,NaN,PH,NaN,NaN,NaN,NaN,85.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.34
370,Kaeo,NaN,47.0,NaN,NZ,1573178455.0,92.0,-35.1,173.78,NaN,NaN,NZ,NaN,NaN,NaN,NaN,65.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.38
371,Raesfeld,2850942,0.0,200,DE,1573178457.0,86.0,51.77,6.84,1004,40.39,DE,1264,1573195116,1573228450,1,41.0,39.2,3600,10000,clear sky,01n,800,Clear,150,11.41
372,Den Helder,2757220,40.0,200,NL,1573178458.0,93.0,52.96,4.76,1000,47.14,NL,1533,1573195848,1573228715,1,51.8,42.8,3600,10000,scattered clouds,03n,802,Clouds,180,14.99
373,Klaksvik,2618795,80.0,200,FO,1573177866.0,74.0,62.23,-6.59,1018,28.4,FO,1596,1573201083,1573228929,1,28.4,28.4,0,10000,light snow,13n,600,Snow,340,4.7
374,Mount Isa,2065594,0.0,200,AU,1573177913.0,8.0,-20.73,139.49,1014,96.8,AU,9495,1573156589,1573203301,1,96.8,96.8,36000,10000,clear sky,01d,800,Clear,120,14.99
375,Sechura,NaN,26.0,NaN,PE,1573178461.0,88.0,-5.56,-80.82,NaN,NaN,PE,NaN,NaN,NaN,NaN,64.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.43
376,Saskylakh,NaN,0.0,NaN,RU,1573177876.0,98.0,71.97,114.09,NaN,NaN,RU,NaN,NaN,NaN,NaN,-24.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91
377,Kysyl-Syr,NaN,0.0,NaN,RU,1573178463.0,90.0,63.9,122.77,NaN,NaN,RU,NaN,NaN,NaN,NaN,-8.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.43
378,Karpathos,NaN,0.0,NaN,GR,1573177927.0,71.0,35.51,27.21,NaN,NaN,GR,NaN,NaN,NaN,NaN,69.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.76
379,Havre-Saint-Pierre,5972291,1.0,200,CA,1573178466.0,73.0,50.23,-63.6,1015,21.2,CA,812,1573125257,1573159312,1,21.2,21.2,-18000,14484,clear sky,01n,800,Clear,270,5.82
380,Ust-Nera,NaN,100.0,NaN,RU,1573177910.0,93.0,64.57,143.24,NaN,NaN,RU,NaN,NaN,NaN,NaN,5.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.98
381,Jalu,NaN,0.0,NaN,LY,1573178468.0,90.0,29.03,21.55,NaN,NaN,LY,NaN,NaN,NaN,NaN,64.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.25
382,Mana,NaN,0.0,NaN,NG,1573178469.0,20.0,13.03,5.27,NaN,NaN,NG,NaN,NaN,NaN,NaN,76.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.31
383,Bilibino,NaN,100.0,NaN,RU,1573177921.0,73.0,68.06,166.44,NaN,NaN,RU,NaN,NaN,NaN,NaN,13.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1
384,Chinchani,1261309,0.0,200,IN,1573178471.0,93.0,16.42,74.53,1015,62.6,IN,9229,1573174915,1573216157,1,62.6,62.6,19800,6000,clear sky,01d,800,Clear,282,5.19
385,Gazojak,NaN,0.0,NaN,TM,1573177912.0,38.0,41.19,61.4,NaN,NaN,TM,NaN,NaN,NaN,NaN,41.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.74
386,Adrar,2508813,0.0,200,DZ,1573178473.0,30.0,27.87,-0.29,1013,59,DZ,1098,1573193817,1573233171,1,59.0,59,3600,10000,clear sky,01n,800,Clear,40,9.17
387,Mahina,NaN,1.0,NaN,ML,1573178474.0,24.0,13.76,-10.85,NaN,NaN,ML,NaN,NaN,NaN,NaN,81.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.42
388,Padang,NaN,100.0,NaN,ID,1573178475.0,58.0,-0.92,100.36,NaN,NaN,ID,NaN,NaN,NaN,NaN,80.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.22
389,Miraflores,3947322,20.0,200,PE,1573178477.0,27.0,-16.39,-71.52,1025,62.6,PE,8696,1573121188,1573167183,1,62.6,62.6,-18000,10000,few clouds,02n,801,Clouds,20,3.36
390,Puerto del Rosario,2512186,75.0,200,ES,1573178478.0,77.0,28.5,-13.86,1017,68.79,ES,2371,1573197132,1573236370,1,69.8,68,0,10000,broken clouds,04n,803,Clouds,30,23.04
391,Asti,3182714,90.0,200,IT,1573178479.0,100.0,44.9,8.21,1003,43.52,IT,6736,1573193662,1573229245,1,44.6,42.8,3600,3000,drizzle,09n,301,Drizzle,280,5.82
392,Pacific Grove,5380437,90.0,200,US,1573177936.0,82.0,36.62,-121.92,1021,56.5,US,6269,1573137428,1573175136,1,60.8,53.6,-28800,16093,overcast clouds,04n,804,Clouds,17,3.85
393,Yumen,NaN,90.0,NaN,CN,1573177923.0,33.0,40.29,97.04,NaN,NaN,CN,NaN,NaN,NaN,NaN,45.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.02
394,Taoudenni,NaN,37.0,NaN,ML,1573177883.0,25.0,22.68,-3.98,NaN,NaN,ML,NaN,NaN,NaN,NaN,65.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.42
395,Aklavik,5882953,90.0,200,CA,1573177886.0,85.0,68.22,-135.01,1027,14,CA,796,1573148318,1573170530,1,14.0,14,-25200,8047,light snow,13n,600,Snow,320,4.7
396,Ashcroft,7302259,4.0,200,AU,1573178484.0,20.0,-33.91,150.9,999,84.2,AU,9600,1573152619,1573201794,1,84.2,84.2,39600,10000,clear sky,01d,800,Clear,310,24.16
397,Liku,NaN,37.0,NaN,ID,1573178488.0,72.0,-0.73,119.89,NaN,NaN,ID,NaN,NaN,NaN,NaN,82.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.57
398,Hinton,NaN,100.0,NaN,CA,1573177922.0,89.0,53.4,-117.57,NaN,NaN,CA,NaN,NaN,NaN,NaN,31.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.82
399,Cervo,NaN,100.0,NaN,BR,1573178490.0,97.0,-22.19,-46.24,NaN,NaN,BR,NaN,NaN,NaN,NaN,63.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.51
400,Lismore,2160063,0.0,200,AU,1573178491.0,9.0,-28.81,153.28,1003,96.67,AU,9537,1573152565,1573200705,1,98.6,95,39600,10000,clear sky,01d,800,Clear,280,17.22
401,Seoul,1835848,1.0,200,KR,1573178052.0,35.0,37.57,126.98,1024,43.34,KR,5501,1573164216,1573201679,1,44.6,41,32400,10000,clear sky,01d,800,Clear,320,2.24
402,Carthage,4679272,90.0,200,US,1573178493.0,87.0,32.16,-94.34,1027,52.36,US,3330,1573130351,1573168974,1,55.4,48.2,-21600,16093,light rain,10n,500,Rain,30,8.05
403,Bathsheba,3374083,75.0,200,BB,1573178494.0,74.0,13.22,-59.52,1012,82.4,BB,8772,1573120433,1573162177,1,82.4,82.4,-14400,10000,broken clouds,04n,803,Clouds,90,21.92
404,Birjand,140463,0.0,200,IR,1573178495.0,15.0,32.86,59.22,1021,28.4,IR,7481,1573179996,1573218426,1,28.4,28.4,12600,10000,clear sky,01n,800,Clear,120,9.17
405,Tigil,NaN,100.0,NaN,RU,1573178496.0,62.0,57.8,158.67,NaN,NaN,RU,NaN,NaN,NaN,NaN,37.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.68
406,Los Llanos de Aridane,2514651,90.0,200,ES,1573178498.0,77.0,28.66,-17.92,1020,69.8,ES,2377,1573198122,1573237329,1,69.8,69.8,0,10000,overcast clouds,04n,804,Clouds,20,18.34
407,Wawa,NaN,0.0,NaN,NG,1573178499.0,60.0,9.9,4.41,NaN,NaN,NG,NaN,NaN,NaN,NaN,78.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.33
408,Rantepao,NaN,41.0,NaN,ID,1573178500.0,40.0,-2.97,119.9,NaN,NaN,ID,NaN,NaN,NaN,NaN,85.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.85
409,Estevan,5949568,20.0,200,CA,1573178501.0,85.0,49.14,-102.99,1024,10.4,CA,790,1573134537,1573168940,1,10.4,10.4,-21600,14484,few clouds,02n,801,Clouds,130,5.82
410,Matagami,NaN,73.0,NaN,NG,1573178250.0,53.0,9.67,8.4,NaN,NaN,NG,NaN,NaN,NaN,NaN,68.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.85
411,Troitskoye,NaN,100.0,NaN,RU,1573178503.0,50.0,52.98,84.68,NaN,NaN,RU,NaN,NaN,NaN,NaN,36.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.05
412,Goderich,NaN,100.0,NaN,CA,1573177907.0,96.0,43.74,-81.71,NaN,NaN,CA,NaN,NaN,NaN,NaN,26.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.36
413,San Cristobal,NaN,12.0,NaN,HN,1573178505.0,96.0,14.68,-86.92,NaN,NaN,HN,NaN,NaN,NaN,NaN,65.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.23
414,Maldonado,3441894,0.0,200,UY,1573178415.0,72.0,-34.91,-54.96,1015,60.8,UY,8712,1573115538,1573164884,1,60.8,60.8,-10800,10000,clear sky,01n,800,Clear,150,13.87
415,Nagua,NaN,15.0,NaN,DO,1573178509.0,95.0,19.37,-69.85,NaN,NaN,DO,NaN,NaN,NaN,NaN,74.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74
416,Obo,NaN,100.0,NaN,CF,1573178510.0,92.0,5.39,26.49,NaN,NaN,CF,NaN,NaN,NaN,NaN,69.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.67
417,Seymchan,NaN,91.0,NaN,RU,1573178511.0,94.0,62.93,152.39,NaN,NaN,RU,NaN,NaN,NaN,NaN,11.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4
418,Chake Chake,NaN,99.0,NaN,TZ,1573178512.0,78.0,-5.25,39.77,NaN,NaN,TZ,NaN,NaN,NaN,NaN,79.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.18
419,Hambantota,1244926,40.0,200,LK,1573178513.0,100.0,6.12,81.12,1010,77,LK,9124,1573172580,1573215329,1,77.0,77,19800,7000,scattered clouds,03d,802,Clouds,230,5.82
420,Aldan,NaN,75.0,NaN,RU,1573178514.0,88.0,58.61,125.39,NaN,NaN,RU,NaN,NaN,NaN,NaN,-4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86
421,Payo,NaN,98.0,NaN,ID,1573178515.0,46.0,-3.75,103.64,NaN,NaN,ID,NaN,NaN,NaN,NaN,85.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.52
422,Roura,3380450,75.0,200,GF,1573178516.0,94.0,4.73,-52.33,1010,77,GF,8669,1573118103,1573161057,1,77.0,77,-10800,10000,broken clouds,04n,803,Clouds,94,2.66
423,Usinsk,NaN,61.0,NaN,RU,1573178263.0,100.0,66.0,57.56,NaN,NaN,RU,NaN,NaN,NaN,NaN,-0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.23
424,Kasli,NaN,98.0,NaN,RU,1573178519.0,90.0,55.89,60.75,NaN,NaN,RU,NaN,NaN,NaN,NaN,35.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.72
425,Mandalgovi,NaN,0.0,NaN,MN,1573178520.0,40.0,45.76,106.27,NaN,NaN,MN,NaN,NaN,NaN,NaN,38.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.05
426,Tabuk,NaN,51.0,NaN,PH,1573178521.0,80.0,17.41,121.44,NaN,NaN,PH,NaN,NaN,NaN,NaN,81.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.55
427,Yerbogachen,NaN,100.0,NaN,RU,1573178522.0,92.0,61.28,108.01,NaN,NaN,RU,NaN,NaN,NaN,NaN,11.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.82
428,Ostersund,2685750,100.0,200,SE,1573178411.0,73.0,63.18,14.64,1011,26.6,SE,1774,1573196341,1573223480,1,26.6,26.6,3600,10000,overcast clouds,04n,804,Clouds,170,5.82
429,Makakilo City,5850554,75.0,200,US,1573178524.0,74.0,21.35,-158.09,1012,81.5,US,7866,1573144716,1573185210,1,84.2,78.8,-36000,16093,broken clouds,04n,803,Clouds,20,10.29
430,Tromso,3133895,0.0,200,NO,1573178525.0,85.0,69.65,18.96,1016,-1.54,NO,1681,1573199010,1573218737,1,12.2,-11.21,3600,10000,clear sky,01n,800,Clear,100,10.29
431,Saint Anthony,5606187,1.0,200,US,1573178526.0,48.0,43.97,-111.68,1027,34.88,US,5735,1573135852,1573171796,1,39.2,28.4,-25200,16093,clear sky,01n,800,Clear,92,3.85
432,Saint-Pierre,2995603,39.0,200,FR,1573178527.0,100.0,48.95,4.24,1002,36.19,FR,6535,1573195238,1573229575,1,37.4,35.6,3600,10000,scattered clouds,03n,802,Clouds,170,9.17
433,Eureka,5563397,90.0,200,US,1573178521.0,93.0,40.8,-124.16,1020,49.06,US,3217,1573138444,1573175195,1,50.0,48.2,-28800,402,fog,50n,741,Fog,38,0.27
434,High Level,5975004,75.0,200,CA,1573178530.0,92.0,58.52,-117.13,1014,15.8,CA,867,1573139924,1573170341,1,15.8,15.8,-25200,12874,light snow,13n,600,Snow,42,2.91
435,Marsa Matruh,352733,0.0,200,EG,1573178531.0,87.0,31.35,27.25,1014,60.8,EG,2517,1573187526,1573226242,1,60.8,60.8,7200,10000,clear sky,01n,800,Clear,51,4.09
436,Meulaboh,NaN,100.0,NaN,ID,1573178533.0,74.0,4.14,96.13,NaN,NaN,ID,NaN,NaN,NaN,NaN,79.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95
437,Sangar,NaN,98.0,NaN,RU,1573178534.0,95.0,63.92,127.47,NaN,NaN,RU,NaN,NaN,NaN,NaN,-18.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79
438,Mehamn,NaN,100.0,NaN,NO,1573178535.0,91.0,71.03,27.85,NaN,NaN,NO,NaN,NaN,NaN,NaN,28.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.35
439,Khandagayty,NaN,100.0,NaN,MN,1573178536.0,60.0,50.73,92.07,NaN,NaN,MN,NaN,NaN,NaN,NaN,35.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77
440,Dubna,NaN,100.0,NaN,RU,1573178537.0,94.0,56.76,37.14,NaN,NaN,RU,NaN,NaN,NaN,NaN,31.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1
441,Chumikan,NaN,88.0,NaN,RU,1573178538.0,49.0,54.72,135.31,NaN,NaN,RU,NaN,NaN,NaN,NaN,14.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.54
442,Kawanoe,1926116,75.0,200,JP,1573178539.0,82.0,34.02,133.57,1019,61.86,JP,8038,1573162256,1573200475,1,68.0,55.4,32400,10000,broken clouds,04d,803,Clouds,80,6.93
443,Nanortalik,NaN,100.0,NaN,GL,1573178541.0,73.0,60.14,-45.24,NaN,NaN,GL,NaN,NaN,NaN,NaN,34.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4
444,Taksimo,NaN,76.0,NaN,RU,1573178542.0,86.0,56.36,114.84,NaN,NaN,RU,NaN,NaN,NaN,NaN,6.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.48
445,Namibe,NaN,95.0,NaN,AO,1573178544.0,85.0,-15.19,12.15,NaN,NaN,AO,NaN,NaN,NaN,NaN,74.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.59
446,Toma,NaN,1.0,NaN,BF,1573178545.0,35.0,12.76,-2.9,NaN,NaN,BF,NaN,NaN,NaN,NaN,80.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3
447,Saquarema,3448011,75.0,200,BR,1573178546.0,94.0,-22.93,-42.51,1013,75.2,BR,8429,1573113698,1573160747,1,75.2,75.2,-10800,10000,broken clouds,04n,803,Clouds,160,5.82
448,Ponta Delgada,3372783,20.0,200,PT,1573178547.0,82.0,37.73,-25.67,1028,60.8,PT,6899,1573200897,1573238274,1,60.8,60.8,-3600,10000,few clouds,02n,801,Clouds,50,3.36
449,Vittoria,2522713,0.0,200,IT,1573178548.0,93.0,36.95,14.53,1012,51.6,IT,6702,1573191155,1573228719,1,55.4,46.4,3600,10000,clear sky,01n,800,Clear,80,3.36
450,Lake Havasu City,5301388,1.0,200,US,1573178315.0,9.0,34.47,-114.34,1018,78.8,US,4365,1573135383,1573173543,1,78.8,78.8,-25200,16093,clear sky,01n,800,Clear,350,4.7
451,Uige,NaN,100.0,NaN,AO,1573178550.0,95.0,-7.61,15.06,NaN,NaN,AO,NaN,NaN,NaN,NaN,65.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.39
452,Ancud,NaN,100.0,NaN,CL,1573178552.0,81.0,-41.87,-73.83,NaN,NaN,CL,NaN,NaN,NaN,NaN,43.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37
453,Maumere,NaN,0.0,NaN,ID,1573178553.0,57.0,-8.63,122.22,NaN,NaN,ID,NaN,NaN,NaN,NaN,85.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6
454,Gazanjyk,NaN,0.0,NaN,TM,1573178554.0,24.0,39.24,55.52,NaN,NaN,TM,NaN,NaN,NaN,NaN,41.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9
455,Guanica,4565090,1.0,200,PR,1573178555.0,83.0,17.97,-66.91,1015,78.8,PR,8768,1573122562,1573163597,1,78.8,78.8,-14400,16093,clear sky,01n,800,Clear,110,10.29
456,Port Blair,NaN,99.0,NaN,IN,1573178557.0,80.0,11.67,92.75,NaN,NaN,IN,NaN,NaN,NaN,NaN,82.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.12
457,Quesnel,6115187,90.0,200,CA,1573178390.0,80.0,52.98,-122.49,1018,39.2,CA,907,1573139919,1573172918,1,39.2,39.2,-28800,14484,overcast clouds,04n,804,Clouds,140,8.05
458,Rabo de Peixe,3372745,20.0,200,PT,1573178559.0,82.0,37.8,-25.58,1028,60.8,PT,6899,1573200883,1573238244,1,60.8,60.8,-3600,10000,few clouds,02n,801,Clouds,50,3.36
459,Chilca,3934055,75.0,200,PE,1573178561.0,66.0,-13.22,-72.34,1030,53.6,PE,8708,1573121626,1573167138,1,53.6,53.6,-18000,10000,broken clouds,04n,803,Clouds,270,5.82
460,Erenhot,NaN,21.0,NaN,CN,1573178562.0,30.0,43.65,111.97,NaN,NaN,CN,NaN,NaN,NaN,NaN,39.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.91
461,Tezu,NaN,93.0,NaN,IN,1573178564.0,44.0,27.93,96.16,NaN,NaN,IN,NaN,NaN,NaN,NaN,75.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.39
462,Dongsheng,NaN,0.0,NaN,CN,1573178566.0,33.0,29.72,112.52,NaN,NaN,CN,NaN,NaN,NaN,NaN,67.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.49
463,Puga,3114965,40.0,200,ES,1573178569.0,93.0,42.33,-8.01,NaN,NaN,ES,6440,1573197210,1573233483,1,42.8,NaN,3600,10000,scattered clouds,03n,802,Clouds,NaN,2.24
464,Arica,3899361,90.0,200,CL,1573178571.0,87.0,-18.48,-70.32,1013,60.8,CL,8701,1573120736,1573167059,1,60.8,60.8,-10800,9000,overcast clouds,04n,804,Clouds,220,5.82
465,Sai Buri,1606851,40.0,200,TH,1573178572.0,83.0,6.7,101.62,1013,80.6,TH,9271,1573167701,1573210368,1,80.6,80.6,25200,10000,scattered clouds,03d,802,Clouds,210,4.7
466,Znamenskoye,NaN,100.0,NaN,RU,1573178573.0,95.0,57.13,73.82,NaN,NaN,RU,NaN,NaN,NaN,NaN,38.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.82
467,Mashhad,124665,0.0,200,IR,1573178574.0,55.0,36.3,59.61,1024,37.4,IR,7485,1573180257,1573217977,1,37.4,37.4,12600,10000,clear sky,01n,800,Clear,320,2.66
468,Kjollefjord,NaN,100.0,NaN,NO,1573178575.0,91.0,70.95,27.35,NaN,NaN,NO,NaN,NaN,NaN,NaN,28.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.42
469,Adana,325361,0.0,200,TR,1573178576.0,76.0,37.0,35.33,NaN,NaN,TR,6946,1573186165,1573223724,1,59.0,NaN,10800,10000,clear sky,01n,800,Clear,NaN,2.24
470,Faya,110690,0.0,200,SA,1573178577.0,93.0,18.39,42.45,1025,56.34,SA,7396,1573182768,1573223704,1,57.2,55.4,10800,10000,clear sky,01n,800,Clear,187,1.77
471,Tura,NaN,100.0,NaN,RU,1573178515.0,94.0,64.27,100.22,NaN,NaN,RU,NaN,NaN,NaN,NaN,5.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.56
472,Jackville,2290582,20.0,200,CI,1573178579.0,100.0,5.21,-4.42,1009,78.8,CI,1162,1573193048,1573235923,1,78.8,78.8,0,10000,few clouds,02n,801,Clouds,90,4.7
473,Pozo Colorado,NaN,57.0,NaN,PY,1573178580.0,78.0,-23.49,-58.8,NaN,NaN,PY,NaN,NaN,NaN,NaN,76.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.89
474,Talcahuano,NaN,70.0,NaN,CL,1573178582.0,71.0,-36.72,-73.12,NaN,NaN,CL,NaN,NaN,NaN,NaN,56.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.02
475,Nara,1855612,75.0,200,JP,1573178584.0,55.0,34.68,135.8,1019,60.78,JP,7962,1573161788,1573199873,1,62.6,59,32400,10000,broken clouds,04d,803,Clouds,30,13.87
476,Vostok,NaN,98.0,NaN,RU,1573178585.0,70.0,46.45,135.83,NaN,NaN,RU,NaN,NaN,NaN,NaN,17.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.97
477,Bacungan,1729456,90.0,200,PH,1573178586.0,70.0,9.87,118.73,1008,86,PH,8186,1573163820,1573206035,1,86.0,86,28800,10000,overcast clouds,04d,804,Clouds,210,6.93
478,Kindu,NaN,100.0,NaN,CD,1573178587.0,98.0,-2.95,25.92,NaN,NaN,CD,NaN,NaN,NaN,NaN,69.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.59
479,Tucumcari,5495360,90.0,200,US,1573178588.0,74.0,35.17,-103.73,1030,37.4,US,6002,1573132907,1573170926,1,37.4,37.4,-25200,16093,overcast clouds,04n,804,Clouds,130,3.36
480,La Algaba,2516217,0.0,200,ES,1573178589.0,66.0,37.46,-6.01,1018,50.27,ES,6444,1573196145,1573233589,1,53.6,48.2,3600,10000,clear sky,01n,800,Clear,240,4.7
481,Tagusao,NaN,100.0,NaN,PH,1573178591.0,65.0,9.19,117.81,NaN,NaN,PH,NaN,NaN,NaN,NaN,85.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2
482,Baoqing,NaN,100.0,NaN,CN,1573178592.0,57.0,46.32,132.2,NaN,NaN,CN,NaN,NaN,NaN,NaN,27.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.35
483,Bon Air,4748305,90.0,200,US,1573178593.0,100.0,37.52,-77.56,1016,56.86,US,6232,1573126872,1573164398,1,60.8,53.6,-18000,16093,light rain,10n,500,Rain,293,6.46
484,Las Choapas,3524903,40.0,200,MX,1573178594.0,83.0,17.91,-94.09,1014,80.6,MX,7148,1573129082,1573170123,1,80.6,80.6,-21600,11265,scattered clouds,03n,802,Clouds,20,9.17
485,Ossora,NaN,85.0,NaN,RU,1573178595.0,84.0,59.24,163.07,NaN,NaN,RU,NaN,NaN,NaN,NaN,37.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.22
486,Grindavik,3416888,75.0,200,IS,1573178596.0,93.0,63.84,-22.43,1012,36.68,IS,90,1573205529,1573232087,1,37.4,35.6,0,10000,broken clouds,04n,803,Clouds,110,13.87
487,Antofagasta,NaN,61.0,NaN,CL,1573178403.0,91.0,-23.65,-70.4,NaN,NaN,CL,NaN,NaN,NaN,NaN,55.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.38
488,Sudak,NaN,38.0,NaN,UA,1573178598.0,61.0,44.85,34.97,NaN,NaN,UA,NaN,NaN,NaN,NaN,56.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.63
489,Fare,NaN,5.0,NaN,PF,1573178599.0,81.0,-16.7,-151.02,NaN,NaN,PF,NaN,NaN,NaN,NaN,80.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.44
490,Birao,NaN,100.0,NaN,CF,1573178601.0,32.0,10.3,22.78,NaN,NaN,CF,NaN,NaN,NaN,NaN,72.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5
491,Komsomolskiy,NaN,100.0,NaN,RU,1573178602.0,97.0,67.55,63.78,NaN,NaN,RU,NaN,NaN,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.29
492,Shahjahanpur,NaN,36.0,NaN,IN,1573178603.0,49.0,27.88,79.91,NaN,NaN,IN,NaN,NaN,NaN,NaN,73.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91
493,Sibolga,NaN,100.0,NaN,ID,1573178550.0,57.0,1.74,98.78,NaN,NaN,ID,NaN,NaN,NaN,NaN,84.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24
494,Hede,2720382,99.0,200,SE,1573178605.0,92.0,60.45,15.49,1011,28.4,SE,1789,1573195163,1573224250,1,28.4,28.4,3600,10000,light snow,13n,600,Snow,270,2.24
495,Turbat,NaN,0.0,NaN,PK,1573178606.0,11.0,26.0,63.05,NaN,NaN,PK,NaN,NaN,NaN,NaN,66.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79
496,Agirish,NaN,0.0,NaN,RU,1573178607.0,91.0,61.92,63.02,NaN,NaN,RU,NaN,NaN,NaN,NaN,6.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.46
497,Marzuq,NaN,0.0,NaN,YE,1573178608.0,58.0,14.4,46.47,NaN,NaN,YE,NaN,NaN,NaN,NaN,62.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43
498,Lakatoro,NaN,3.0,NaN,VU,1573178609.0,80.0,-16.11,167.42,NaN,NaN,VU,NaN,NaN,NaN,NaN,80.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.96
